schedule,seed,block,temperature,eave,final_energy,escaped
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,17,18.5302018885,42.6285752568,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,18,16.6771816997,43.4096621623,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,19,15.0094635297,39.7172152861,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,20,13.5085171767,39.4518306089,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,21,12.1576654591,38.0807557598,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,22,10.9418989132,37.2511055283,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,23,9.84770902184,39.3049587922,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,24,8.86293811965,33.4853190275,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,25,7.97664430769,38.2321788248,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,26,7.17897987692,33.3138391017,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,27,6.46108188923,30.5929049905,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,28,5.8149737003,36.2454007994,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,29,5.23347633027,25.9538441952,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,30,4.71012869725,26.6217937807,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,31,4.23911582752,22.9320545622,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,32,3.81520424477,30.4098706075,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,33,3.43368382029,25.4346350187,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,34,3.09031543826,26.2210246542,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1986,35,2.78128389444,26.0481617818,37.0791375094,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,1,100,43.4558656151,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,2,90,41.0287639299,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,3,81,49.5907677829,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,4,72.9,44.9292392349,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,5,65.61,43.950768277,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,6,59.049,44.1881178869,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,7,53.1441,45.8377850027,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,8,47.82969,39.0887958706,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,9,43.046721,40.725814303,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,10,38.7420489,48.2238459386,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,11,34.86784401,43.3318219014,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,12,31.381059609,43.5739724792,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,13,28.2429536481,44.6108339308,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,14,25.4186582833,44.0539147483,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,15,22.876792455,39.2517983955,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,16,20.5891132095,40.3319026812,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,17,18.5302018885,37.1889768818,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,18,16.6771816997,46.2099051238,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,19,15.0094635297,45.9675716616,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,20,13.5085171767,42.990434908,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,21,12.1576654591,33.730015497,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,22,10.9418989132,39.8421731131,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,23,9.84770902184,37.9549127041,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,24,8.86293811965,38.5769321411,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,25,7.97664430769,37.5720729325,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,26,7.17897987692,33.679342376,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,27,6.46108188923,29.0988276081,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,28,5.8149737003,33.2140650245,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,29,5.23347633027,35.4530681145,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,30,4.71012869725,33.0071965188,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,31,4.23911582752,25.1516303624,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,32,3.81520424477,29.1875172378,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,33,3.43368382029,28.6311076773,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,34,3.09031543826,18.2435566886,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1987,35,2.78128389444,23.8225128738,37.6410327636,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,1,100,46.2482711369,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,2,90,48.4009428871,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,3,81,44.2680592829,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,4,72.9,40.7684225166,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,5,65.61,48.229590798,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,6,59.049,40.2596416953,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,7,53.1441,50.3371281335,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,8,47.82969,44.1486107946,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,9,43.046721,38.5781989827,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,10,38.7420489,44.6858336734,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,11,34.86784401,39.8744225174,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,12,31.381059609,48.0155734818,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,13,28.2429536481,43.0199505402,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,14,25.4186582833,47.2493243305,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,15,22.876792455,48.7663905045,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,16,20.5891132095,38.7912284791,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,17,18.5302018885,44.2440538736,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,18,16.6771816997,41.8133921277,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,19,15.0094635297,39.1164972925,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,20,13.5085171767,35.5006805984,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,21,12.1576654591,41.8884708384,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,22,10.9418989132,37.9567911161,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,23,9.84770902184,37.1073701671,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,24,8.86293811965,36.8860133109,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,25,7.97664430769,32.6490452461,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,26,7.17897987692,31.8122561789,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,27,6.46108188923,35.7617518932,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,28,5.8149737003,34.2953496849,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,29,5.23347633027,36.2198102663,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,30,4.71012869725,28.5809780846,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,31,4.23911582752,30.5451337874,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,32,3.81520424477,23.5268062516,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,33,3.43368382029,20.5356347532,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,34,3.09031543826,20.8425754999,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1988,35,2.78128389444,19.6705487234,19.3585438817,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,1,100,47.4935147583,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,2,90,45.7977928181,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,3,81,43.0301117896,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,4,72.9,42.5624479526,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,5,65.61,42.5776909006,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,6,59.049,53.7387719051,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,7,53.1441,38.9727774112,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,8,47.82969,46.6000637374,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,9,43.046721,42.3993008444,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,10,38.7420489,41.4964073141,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,11,34.86784401,46.389974886,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,12,31.381059609,45.8148987674,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,13,28.2429536481,42.6195023333,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,14,25.4186582833,44.188136807,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,15,22.876792455,40.0759882976,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,16,20.5891132095,43.3424296848,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,17,18.5302018885,42.3942601845,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,18,16.6771816997,39.6746782624,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,19,15.0094635297,38.0770382392,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,20,13.5085171767,39.7164077057,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,21,12.1576654591,38.0994897428,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,22,10.9418989132,37.7908820098,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,23,9.84770902184,33.8742571533,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,24,8.86293811965,34.514561651,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,25,7.97664430769,33.6134523029,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,26,7.17897987692,38.2088950972,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,27,6.46108188923,36.0978464829,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,28,5.8149737003,33.184836372,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,29,5.23347633027,29.3783514179,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,30,4.71012869725,31.0543669363,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,31,4.23911582752,30.6983875726,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,32,3.81520424477,24.4180338001,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,33,3.43368382029,29.6778908468,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,34,3.09031543826,23.03000877,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1989,35,2.78128389444,23.5726534825,17.0728604969,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,1,100,49.2339578,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,2,90,45.0585786984,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,3,81,40.7671208729,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,4,72.9,49.4024666933,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,5,65.61,45.140578722,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,6,59.049,45.9812729291,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,7,53.1441,46.0103944928,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,8,47.82969,43.1890493483,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,9,43.046721,42.5007081115,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,10,38.7420489,46.3307313799,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,11,34.86784401,45.9827771196,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,12,31.381059609,41.5941679201,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,13,28.2429536481,43.7146902703,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,14,25.4186582833,40.1233391468,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,15,22.876792455,42.6919099121,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,16,20.5891132095,40.9876939088,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,17,18.5302018885,45.5459634517,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,18,16.6771816997,43.6831305951,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,19,15.0094635297,51.0564049724,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,20,13.5085171767,34.7886090677,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,21,12.1576654591,32.7364989554,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,22,10.9418989132,39.6096699407,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,23,9.84770902184,36.141564588,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,24,8.86293811965,31.1572904702,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,25,7.97664430769,33.9911036879,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,26,7.17897987692,33.4055389571,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,27,6.46108188923,31.6822294799,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,28,5.8149737003,26.646682284,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,29,5.23347633027,26.1143490702,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,30,4.71012869725,33.1939750842,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,31,4.23911582752,29.6796829051,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,32,3.81520424477,28.9480460741,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,33,3.43368382029,24.0584454384,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,34,3.09031543826,23.0545138644,11.3487455869,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1990,35,2.78128389444,22.6577977439,11.3487455869,0
"Hotter tuned: T0=180, alpha=0.8",1959,1,180,49.7801033063,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,2,144,46.5015042265,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,3,115.2,39.3653785407,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,4,92.16,40.050516699,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,5,73.728,39.6605297804,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,6,58.9824,41.3212414262,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,7,47.18592,42.488487874,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,8,37.748736,43.5257494145,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,9,30.1989888,41.8324523468,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,10,24.15919104,42.6326928995,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,11,19.327352832,42.2394015052,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,12,15.4618822656,39.6926252003,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,13,12.3695058125,37.9125110103,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,14,9.89560464998,35.3423304406,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,15,7.91648371999,33.4850560693,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,16,6.33318697599,29.3544618813,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,17,5.06654958079,25.3403920239,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,18,4.05323966463,27.6267403417,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,19,3.24259173171,24.7725472155,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,20,2.59407338537,21.6400337753,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,21,2.07525870829,15.886199765,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,22,1.66020696663,17.7672017776,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,23,1.32816557331,14.5176874487,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,24,1.06253245865,12.1940243389,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,25,0.850025966917,8.57851264297,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,26,0.680020773533,6.02909176031,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,27,0.544016618827,6.37930708574,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,28,0.435213295061,4.09302703637,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,29,0.348170636049,2.66247802955,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,30,0.278536508839,1.76251390593,0,1
"Hotter tuned: T0=180, alpha=0.8",1959,31,0.222829207071,0.0506652464436,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,1,180,53.8578534648,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,2,144,46.2265650473,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,3,115.2,45.0596925263,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,4,92.16,38.6117132502,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,5,73.728,48.5424525487,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,6,58.9824,44.5971565786,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,7,47.18592,44.5329655764,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,8,37.748736,38.5891952347,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,9,30.1989888,45.3866334951,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,10,24.15919104,48.8307370266,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,11,19.327352832,43.6020499245,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,12,15.4618822656,41.7395985554,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,13,12.3695058125,40.7156192304,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,14,9.89560464998,34.7561269756,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,15,7.91648371999,36.9342261283,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,16,6.33318697599,36.0935194624,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,17,5.06654958079,30.6600267866,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,18,4.05323966463,28.6980956874,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,19,3.24259173171,22.3930395445,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,20,2.59407338537,22.3769036537,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,21,2.07525870829,18.4525409782,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,22,1.66020696663,17.4003965252,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,23,1.32816557331,10.5087669917,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,24,1.06253245865,13.3511839181,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,25,0.850025966917,10.1429569249,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,26,0.680020773533,7.73934048502,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,27,0.544016618827,5.74759458098,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,28,0.435213295061,5.29038930125,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,29,0.348170636049,3.99990990346,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,30,0.278536508839,1.21268418786,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,31,0.222829207071,0.533095937479,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,32,0.178263365657,0.0405662325292,0,1
"Hotter tuned: T0=180, alpha=0.8",1960,33,0.142610692526,0.0205831855718,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,1,180,51.3449397958,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,2,144,46.963883905,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,3,115.2,38.0795437684,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,4,92.16,40.561995095,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,5,73.728,45.6603917467,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,6,58.9824,45.7790737991,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,7,47.18592,50.1174955214,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,8,37.748736,41.003476325,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,9,30.1989888,40.331523363,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,10,24.15919104,50.4235091827,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,11,19.327352832,38.9616608058,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,12,15.4618822656,36.7650860445,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,13,12.3695058125,33.0812412101,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,14,9.89560464998,30.8803656929,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,15,7.91648371999,40.3385360686,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,16,6.33318697599,29.7291612041,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,17,5.06654958079,25.1593508097,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,18,4.05323966463,24.8542524957,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,19,3.24259173171,24.7174154202,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,20,2.59407338537,21.7631474013,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,21,2.07525870829,17.1500248862,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,22,1.66020696663,14.1714230908,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,23,1.32816557331,15.5240761123,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,24,1.06253245865,12.454038801,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,25,0.850025966917,9.80664296039,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,26,0.680020773533,7.85036298435,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,27,0.544016618827,3.3073670992,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,28,0.435213295061,3.47721229659,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,29,0.348170636049,2.55014192203,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,30,0.278536508839,2.47597862873,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,31,0.222829207071,0.0244447619412,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,32,0.178263365657,0.000285566288852,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,33,0.142610692526,7.2204782699e-08,0,1
"Hotter tuned: T0=180, alpha=0.8",1961,34,0.114088554021,2.20518414068e-09,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,1,180,41.3962251422,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,2,144,39.6285036921,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,3,115.2,41.4549377241,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,4,92.16,42.7572733062,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,5,73.728,46.2388329514,0,1
"Hotter tuned: T0=180, alpha=0.8",1962,6,58.9824,49.035877673,0,1
