schedule,seed,block,temperature,eave,final_energy,escaped
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,6,59.049,42.6001535738,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,7,53.1441,39.1301399123,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,8,47.82969,40.417566624,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,9,43.046721,43.8073886147,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,10,38.7420489,36.6421042634,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,11,34.86784401,48.5146516042,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,12,31.381059609,40.3553781359,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,13,28.2429536481,47.3364034944,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,14,25.4186582833,45.6212744619,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,15,22.876792455,38.998171371,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,16,20.5891132095,46.1860621925,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,17,18.5302018885,38.6550616713,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,18,16.6771816997,43.1222869334,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,19,15.0094635297,37.9871118773,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,20,13.5085171767,36.0679780139,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,21,12.1576654591,33.9213077987,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,22,10.9418989132,40.4211434271,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,23,9.84770902184,39.6011328859,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,24,8.86293811965,37.3420641079,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,25,7.97664430769,34.3208494305,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,26,7.17897987692,42.467974472,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,27,6.46108188923,31.7010231307,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,28,5.8149737003,29.7519854667,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,29,5.23347633027,24.8294942848,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,30,4.71012869725,23.0041865717,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,31,4.23911582752,24.0005199602,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,32,3.81520424477,27.0223795566,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,33,3.43368382029,25.5232452566,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,34,3.09031543826,22.3533941859,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1972,35,2.78128389444,21.1805323068,8.60615138798,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,1,100,42.2638655497,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,2,90,45.1789530702,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,3,81,45.5424346167,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,4,72.9,49.0547167755,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,5,65.61,43.7733908574,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,6,59.049,42.5506431953,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,7,53.1441,45.3017561302,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,8,47.82969,45.9331207449,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,9,43.046721,50.5647981657,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,10,38.7420489,42.276968622,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,11,34.86784401,45.0651412657,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,12,31.381059609,48.1004376475,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,13,28.2429536481,47.0586648031,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,14,25.4186582833,44.5972671641,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,15,22.876792455,40.8999347879,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,16,20.5891132095,39.2615144795,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,17,18.5302018885,38.2738758232,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,18,16.6771816997,38.6586149025,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,19,15.0094635297,39.0751731222,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,20,13.5085171767,39.9728936607,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,21,12.1576654591,37.7859076647,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,22,10.9418989132,37.2217788818,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,23,9.84770902184,38.0100301968,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,24,8.86293811965,34.3778281312,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,25,7.97664430769,33.7581006698,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,26,7.17897987692,31.9968555978,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,27,6.46108188923,37.9894188909,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,28,5.8149737003,33.6639827055,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,29,5.23347633027,30.0104299354,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,30,4.71012869725,27.7137904341,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,31,4.23911582752,25.8969445217,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,32,3.81520424477,27.4065790198,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,33,3.43368382029,24.2371487765,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,34,3.09031543826,21.7611322462,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1973,35,2.78128389444,22.7651297283,18.3457405719,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,1,100,42.8934843859,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,2,90,45.0428894152,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,3,81,41.9110656424,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,4,72.9,35.6494014177,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,5,65.61,41.1895078943,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,6,59.049,39.7150958731,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,7,53.1441,38.9752509759,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,8,47.82969,45.0828081371,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,9,43.046721,44.6886827134,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,10,38.7420489,37.1802832965,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,11,34.86784401,47.9983136417,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,12,31.381059609,43.5469432687,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,13,28.2429536481,45.2896035689,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,14,25.4186582833,35.957584537,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,15,22.876792455,48.6984011344,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,16,20.5891132095,43.4696249032,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,17,18.5302018885,40.6924027615,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,18,16.6771816997,41.4013474368,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,19,15.0094635297,40.2934063023,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,20,13.5085171767,34.7118431709,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,21,12.1576654591,39.3968034913,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,22,10.9418989132,41.4788957671,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,23,9.84770902184,39.2705310366,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,24,8.86293811965,37.9996815435,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,25,7.97664430769,30.0027222639,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,26,7.17897987692,36.1381768096,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,27,6.46108188923,35.1188950524,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,28,5.8149737003,32.8480742383,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,29,5.23347633027,28.4068231391,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,30,4.71012869725,31.7837482978,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,31,4.23911582752,25.914679005,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,32,3.81520424477,25.292771567,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,33,3.43368382029,22.9416611084,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,34,3.09031543826,22.5639703586,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1974,35,2.78128389444,26.5700019348,31.1713622681,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,1,100,48.4852391866,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,2,90,44.2254021769,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,3,81,42.0092012207,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,4,72.9,46.9351738933,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,5,65.61,44.9464994209,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,6,59.049,45.6209555279,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,7,53.1441,44.6325339953,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,8,47.82969,44.4898095578,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,9,43.046721,43.1045967171,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,10,38.7420489,35.4377576369,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,11,34.86784401,48.6418840904,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,12,31.381059609,48.7720065225,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,13,28.2429536481,44.0043266593,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,14,25.4186582833,42.6435771271,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,15,22.876792455,43.2050657286,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,16,20.5891132095,39.1496100178,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,17,18.5302018885,40.9205390376,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,18,16.6771816997,44.0310939399,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,19,15.0094635297,44.4864328544,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,20,13.5085171767,38.4057934226,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,21,12.1576654591,41.2029357771,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,22,10.9418989132,43.4193487562,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,23,9.84770902184,39.8719935606,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,24,8.86293811965,34.5575401911,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,25,7.97664430769,31.9046832139,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,26,7.17897987692,33.820508468,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,27,6.46108188923,30.9160622405,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,28,5.8149737003,30.6896936781,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,29,5.23347633027,27.4152814845,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,30,4.71012869725,28.7705311547,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,31,4.23911582752,27.3577591692,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,32,3.81520424477,20.6204946424,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,33,3.43368382029,24.0560158307,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,34,3.09031543826,27.5303044282,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1975,35,2.78128389444,29.0695289247,7.32050153511,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,1,100,45.6686678953,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,2,90,45.1110676385,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,3,81,47.495138156,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,4,72.9,48.5213302955,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,5,65.61,40.9721995837,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,6,59.049,44.7190107441,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,7,53.1441,45.5120824879,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,8,47.82969,40.2742860936,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,9,43.046721,41.9108864727,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,10,38.7420489,47.238610876,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,11,34.86784401,44.6668572081,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,12,31.381059609,40.6089355981,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,13,28.2429536481,47.1678881713,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,14,25.4186582833,32.1636341988,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,15,22.876792455,48.0750464286,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,16,20.5891132095,48.6946962973,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,17,18.5302018885,36.7033744119,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,18,16.6771816997,41.5826400765,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,19,15.0094635297,31.4974670158,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,20,13.5085171767,41.0478929871,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,21,12.1576654591,36.424498498,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,22,10.9418989132,37.3895653231,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,23,9.84770902184,39.0505992182,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,24,8.86293811965,31.8540180894,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,25,7.97664430769,33.4850752079,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,26,7.17897987692,31.4271832903,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,27,6.46108188923,30.1417570692,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,28,5.8149737003,29.5685201489,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,29,5.23347633027,31.03620229,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,30,4.71012869725,27.5706603247,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,31,4.23911582752,19.8361100139,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,32,3.81520424477,27.1348823691,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,33,3.43368382029,26.1417601897,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,34,3.09031543826,23.8658904549,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1976,35,2.78128389444,19.5331364154,14.9626123271,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,1,100,48.5957238891,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,2,90,47.4520193988,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,3,81,47.8018806196,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,4,72.9,41.4461486015,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,5,65.61,44.2840229805,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,6,59.049,42.7153321133,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,7,53.1441,40.6047485593,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,8,47.82969,40.4239671023,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,9,43.046721,45.3269940153,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,10,38.7420489,40.4847023193,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,11,34.86784401,41.1499921857,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,12,31.381059609,46.6812807007,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,13,28.2429536481,48.4060754605,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,14,25.4186582833,50.6883695544,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,15,22.876792455,43.8819195864,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,16,20.5891132095,44.1530961441,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,17,18.5302018885,46.5238393899,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,18,16.6771816997,41.4669688025,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,19,15.0094635297,41.6898676484,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,20,13.5085171767,41.7665047332,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,21,12.1576654591,34.0897212662,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,22,10.9418989132,34.5745719179,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,23,9.84770902184,34.9445968084,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,24,8.86293811965,38.873788655,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,25,7.97664430769,31.5218601712,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,26,7.17897987692,35.7696289793,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,27,6.46108188923,34.1911400264,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,28,5.8149737003,31.9235369653,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,29,5.23347633027,30.644759775,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,30,4.71012869725,25.7840472506,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,31,4.23911582752,28.0292805127,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,32,3.81520424477,28.3675494624,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,33,3.43368382029,25.2467015624,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,34,3.09031543826,20.5470932774,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1977,35,2.78128389444,19.2563753662,29.6687458781,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,1,100,44.9044941635,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,2,90,46.1494057504,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,3,81,44.9844921489,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,4,72.9,44.3701954885,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,5,65.61,42.4882766141,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,6,59.049,42.5294482785,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,7,53.1441,46.2976345208,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,8,47.82969,49.4852771238,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,9,43.046721,47.4599865327,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,10,38.7420489,45.0691081261,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,11,34.86784401,44.996523758,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,12,31.381059609,51.1878437046,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,13,28.2429536481,38.1548870753,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,14,25.4186582833,41.0132879051,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,15,22.876792455,39.3576594123,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,16,20.5891132095,42.7354491741,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,17,18.5302018885,38.0388162269,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,18,16.6771816997,45.8108664915,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,19,15.0094635297,41.158089685,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,20,13.5085171767,37.9819824383,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,21,12.1576654591,35.765673026,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,22,10.9418989132,41.5507547157,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,23,9.84770902184,36.3218637513,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,24,8.86293811965,35.5090309798,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,25,7.97664430769,35.1245556619,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,26,7.17897987692,36.9568053022,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,27,6.46108188923,31.2996686165,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,28,5.8149737003,28.3525352165,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,29,5.23347633027,30.3667320846,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,30,4.71012869725,30.0753445276,30.8377327085,0
"L. Bombelli & D. Meyer defaults: T0=100, alpha=0.9",1978,31,4.23911582752,32.4199416017,30.8377327085,0
